Tipo,Texto,Chave
Relacionado,Nunca vou entender pq o pochetino virou reserva desse time kkkkkk,24
Relacionado,Já já o Santos ou o Grêmio revivem ele,24
Relacionado,saldo de gol deles pqp,24
Relacionado,O palmeiras vai perder p essa merda ctz,24
Relacionado,torcida do vasco comemora já pensando no saldo,24
Relacionado,O juventude após esse tweet:,24
Relacionado,"Só 3 times n ganham desse juventude: Vasco, grêmio e santos",24
Relacionado,@sklfps,24
Relacionado,"Sport Club do Recife:
Eu simplesmente nao existo",24
Relacionado,esse time que vai arrancar um empate contra o sp do zubeldia no morumbi,24
Relacionado,EU TO VOJVODIZADO,24
Relacionado,"O caíque, tadinho",24
Relacionado,"Fora de casa é fácil, agora eu quero ver ganhar no parque aquático alfredo jaconi",24
Relacionado,O mais engraçado é que a gente só vai ver o Juventude perdendo e de alguma maneira final do ano ele nem vai ter risco de rebaixamento,24
Relacionado,aí na vez do são paulo vai ser 1x1,24
Relacionado,O único diferencial que eles tem em relação aos rivais diretos  é que em casa se transformam. Pela campanha de mandante que não caíram ano passado,24
Relacionado,Dito isso parabéns @ECJuventude pela arrancada sensacional pro título do campeonato brasileiro desse ano,24
Relacionado,esse ano o juventude só escapa pq o santos e o vitoria tao fazendo mais força pra cair,24
Relacionado,Graças a Deus,24
Relacionado,"Obrigada Central, tu acabou de nos dar esperança de recuperação ainda",24
Relacionado,"Contra o palmeiras eles vão jogar, q nem o bahia q foi com o titular contra nos e com o reserva contra o flamengo",24
Relacionado,"Sport, Juventude, Vasco e Santos já estão na briga",24
Relacionado,devia ter escalado lucero no cartola...,24
Relacionado,"Com tanto técnico mediano no mercado ficam mantendo esse Fábio Matias, não dá pra entender...",24
Relacionado,E vai ser ressuscitado pelo elenco  fraco  do Fluminense,24
Relacionado,Até jogar contra o flu,24
Relacionado,O Vasco vai resolver isso quando chegar a vez dele,24
Relacionado,já começou sendo cedo,24
Relacionado,"Juventude é sempre assim, sobe ainda consegue ficar um ano na serie A e no ano seguinte vira saco de pancada kkk",24
Relacionado,Só agradecer o trabalho incrível do @APalpites  sempre fortalecendo sem cobrar nada Deus abençoe,24
Relacionado,ainda vai meter um 3x0 no Corinthians fica vendo,24
Relacionado,e vão ganhar do palmeiras 100%,24
Relacionado,E mesmo assim estar na frente do Santos de Marcelo Teixeira. Parabéns a todos.,24
Relacionado,quando jogar contra o Santos eles ganham,24
Relacionado,Quando eles pegaram o Vasco a maré muda.,24
Relacionado,Calma que contra o Corinthians lá no Alfredo Jaconi eles ganham 3 pontos,24
Relacionado,Ai chega contra o Colossal faz o jogo da vida e da história .,24
Relacionado,Relaxa que o 0 a 0 com meu tricolor ja esta garantido.,24
Relacionado,Time tava arrumadinho e fizeram cagada,24
Relacionado,Ele não ver a hora enfrentar meu Vascão e somar 3 pontos,24
Relacionado,aposta quanto que o Santos HOJE não ganha desse Juventude?,24
Relacionado,Pelos menos não tomou 6 do Fortaleza igual certos times,24
Relacionado,Farm de SG,24
Relacionado,eu digo com toda certeza desse mundo que depois desse post o juventude ainda vai dar um jeito de ir pra libertadores,24
Relacionado,"Botafogo no máximo empata com eles no Rio e perde lá no sul, certeza",24
Relacionado,"Isso me desespera,meu Galo quase que não ganha",24
Relacionado,o santos ta atras deles na tabela,24
Relacionado,"calma, qdo jogar com o cruzeiro vai ser o contrário",24
Relacionado,"Obrigado fãs do meu time, continuem com ódio",24
Relacionado,"e foi ASSALTADO
pelo GreBBBio
na SF do Gauchão",24
Relacionado,@_lopes1930 vai meter 3 a 0 no Jaconi,24
Relacionado,Pra mim é pouco ainda,24
Relacionado,Vai ganhar do Fluminense,24
Relacionado,Aí joga contra o curintia e ganha de 3x1,24
Relacionado,pqp esse mirasol so fazendo vergonha na serie a,24
Relacionado,Vai empatar com São Paulo,24
Relacionado,daí pega o Palmeiras mês que vem e ganha de 1x0 chorado,24
Relacionado,"Calma, deixa ele enfrentar o Vasco !!!",24
Relacionado,São Paulo vai conseguir a proeza de perder pra eles eles no Morumbi,24
Relacionado,"E pasmem com ô q eu vou escrever aquí no X esse mesmo juventude vai ganhar do Palmeiras, podem tirar ô print",24
Relacionado,"Espera o São Paulo jogar, 1x1 é certo",24
Relacionado,Os caras tomaram 3 gols em - de 10 minutos pqp kkkkkkk,24
Relacionado,Até jogarem contra o Vasco,24
Relacionado,"O Palmeiras faz 1 gol e segura o resultado até o final da partida, passando sufoco contra esse mesmo juventude!",24
Relacionado,"Calma, ainda vai jogar contra o São Paulo",24
Relacionado,"Eles devem estar se perguntando: ""falta muito pra chegar o jogo contra o São Paulo? Eles são bonzinhos, adoram reabilitar os necessitados""",24
Relacionado,E eu q botei 2 jogadores do Fortaleza no cartola e ambos ficaram no banco? Kkkkk,24
Relacionado,Calma que ainda sai o sexto gol,24
Relacionado,A Betnacional é a escolha dos brasileiros! Um site confiável e feito pra você.,24
Relacionado,"Pqp
Conseguiu superar o vasco ano passado em tomar gols em 2 jogos",24
Relacionado,ja coloca +7 de saldo ai que eh o que vao meter de gol no vasco,24
Relacionado,@ryanrychard_ e o santos vai perder,24
Relacionado,Quando for a vez do Vasco eles ganham,24
Relacionado,Eles vão ganhar do Santos kkkkkkkk,24
Relacionado,se esse comentário fosse um pouquinho mais cedo o juventude virava o jogo,24
Relacionado,Calma que eles vao ganhar do Fluminense,24
Relacionado,Com Fabio Mathias de técnico ninguém vai pra frente mesmo,24
Relacionado,"finalmente essa merda vai ser rebaixado, contra o Corinthians esse time parece a Holanda de 74",24
Relacionado,Só passar la na Praça Gomes Pedrosa que garante pelo menos o empate,24
Relacionado,Espera pegar o meu time pra tu ver. Vasco n ganha dessa porra,24
Relacionado,Coloquei  lucero no time do cartola pq não foi de capitãooooooo,24
Relacionado,calma que a gente salva o saldo de gols deles,24
Relacionado,"Tá errado

O saco de pancadas do campeonato é o Vasco",24
Relacionado,Chega contra o São paulo di zubeldia e empata,24
Relacionado,vai ser lendário o 1 x 0 sem querer que o Palmeiras vai meter no Juventude em casa,24
Relacionado,Mas vai ganhar do Botafogo kkkk,24
Relacionado,Capaz do galo reviver o juventude e tomar um sacode pra eles,24
Relacionado,O que aconteceu com o Juventude!? Não estava tão mal ano passado,24
Relacionado,Advinha quem vai levar 4x0 do juventude esse ano,24
Relacionado,vlw Pedrão @APalpites graças a você tô conseguindo vários greens kkkk,24
Relacionado,"Se anima, logo mais eles vão pegar o Vasco e o Santos",24
Relacionado,Adivinha p quem o sp vai perder ponto,24
Relacionado,E vai ganhar só de 2 X 0 do Vasco,24
Relacionado,aumentando o saldos de gols do e regaçando o saldo de gols do juventude,24
Relacionado,Se jogar contra o vasco ganha 3 pontos,24
Relacionado,"Pior defesa do campeonato, 0 pontos fora de casa, esse ta com cara de rebaixado",24
Relacionado,Eles estão aguardando o São Paulo pra ressuscitar hahaha,24
Relacionado,são paulo vai empatar em 0x0 com o juventude fica vendo,24
Relacionado,vem mais um 6x0 aí,24
Relacionado,Sport tbm é saco de pancadas desse brasileirão,24
Relacionado,o breno lopes roubou o gol do viadorinho mesmo,24
Relacionado,Até pegar o Santos,24
Relacionado,"obrigado central, vou apostar a casa na virada",24
Relacionado,Juventude já caiu. Restam 3 vagas…,24
Relacionado,Daí enfrenta o Palmeiras e incorpora o Barcelona e perde só de 1x0 na marra,24
Relacionado,"E tinham começado o campeonato bem, agora tá ladeira abaixo",24
Relacionado,Até enfrentar o Vasco,24
Relacionado,e o mais incrivel é q tem mais ponto q o santos KKKKKKKKKK,24
Relacionado,no jaconi vira o real madrid,24
Relacionado,Primeiro rebaixado,24
Relacionado,Ganha do Santos ainda,24
Relacionado,Isso até encontrar o Vasco,24
Relacionado,Era o gigante no início,24
Relacionado,"Quando o Juventude jogar contra o Vasco, Santos ou Sport, eles ganham.",24
Relacionado,tô vendo o corinthians perdendo p eles já,24
Relacionado,Saldo de gols desse time já foi pra m**** kkkkkkkkkkk,24
Relacionado,Calma q o Vasco ressucita,24
Relacionado,Até jogar com o Fluminense,24
Relacionado,A SAF deixou os boleiros preocupados com o futuro.,24
Relacionado,E o pior que em casa eles jogam até bem mas fora do jaconi é só escovada de respeito,24
Relacionado,"Vendo por outro lado, parece q o Fortaleza ressuscitou, 4x0 no Colo-Colo, 5x0 no Juventude.",24
Relacionado,"E pior, ainda conseguiu perder pro atletico mineiro",24
Relacionado,"O @Corinthians vai conseguir a proeza de perder pro Juventude, pode anotar",24
Relacionado,A última vez que tu disse algo do Juventude o Bragantino quase caiu,24
Relacionado,"e vai ganhar do meu vasco, fica vendo",24
Relacionado,"Meu Grêmio vai pegar o Juventude antes da parada pro Supermundia

É lá que vamos tirar o atraso",24
Relacionado,Tenho ctz que ganhará do Fluminense,24
Relacionado,"Vai se juntar ao América MG e Goiás no seleto grupo de times bons demais para a Série B, e ruim demais para a Série A. Logo logo forma uma divisão própria",24
Relacionado,"Tão igual o teu cu, levando pau direto",24
Relacionado,"Ou seja, vai ganhar do Vasco",24
Relacionado,É só jogar com o são Paulo que ele renasce,24
Relacionado,Contra o São Paulo ele vai empatar..,24
Relacionado,Vai empatar em 0x0 com o São Paulo,24
Relacionado,sinto q vai acontecer uma parada engraçada aqui,24
Relacionado,Quem será que o Juventude vai golear nesse Brasileirão?,24
Relacionado,"Já estamos em Maio, em seguida começam as neblinas em Caxias do Sul e o Juventude se recupera. Só a CBF colaborar marcando jogos às 21:30. O Ju encarreira 6 vitórias em casa e deixa a zona da degola",24
Relacionado,Advinhem qual time irá perder para o juventude,24
Principal,Brasileirão 2012.,25
Relacionado,Casemiro não era destaque,25
Relacionado,Cadê o Paulinho?,25
Principal,"Voltaram a rugir, @Brasileirao !  @FortalezaEC   CONMEBOL #Libertadores",26
Relacionado,"Build 
Create
Explore
Imagine
Discover
The time is now
The choice is yours
The place is in Digital Worlds. @BlocksOfBitcoin + qAI + UGC = Next Level creative opportunities in @nakamotomatrix",26
Relacionado,"Ele voltou!
O maior do Nordeste.",26
Principal,"Estão no ar as teorias DOS CARTOLEIROS para a rodada 8!

E você, cartoleiro, tem alguma outra teoria? #cartola  #cartolafc  #cartola2025  #dicascartola  #cartolafcdicas  #dicascartola2025  #cartolafc2025  #brasileirao2025  #brasileirao  #campeonatobrasileiro  #dicasdecartola  #cartolafcdicas  #fy  #fyp  #viral  #fypシ  #vaiprofy  #futebol  #futebolbrasileiro",27
Relacionado,cuiabano de ponta? oi?,27
Relacionado,"BINGO EM PALMEIRAS X SÃO PAULO | ODDS 24+ Bilhete pronto: https:// ?twclid=2-7khdat4gy605yjzlmxfwux2pp Fiz pela Betfair, a única casa que oferece mercado de faltas sofridas e cometidas pro BR.

Cria conta pelo link pra colar:  http:// pid=5172501&bid=11329&twclid=2-7khdat4gy605yjzlmxfwux2pp … 18+, jogo responsável. Leia os T&C. ad",27
Relacionado,Arrastou no Memphis mas blz,27
Relacionado,Scarpa vai mitar porque vai voltar a jogar no sintetico,27
Relacionado,"Filipe Luis não quer sair pior ainda na foto depois dessa sequência desastrosa na libertadores, não acho que o Flamengo vá pegar leve com o Bahia",27
Relacionado,"Faz 3 anos que o Hulk não marca contra o Fluminense. A última vez foi em 10/01/2022. Tiveram 6 jogos depois disso, nos quais o galo fez 7 gols e NENHUM foi do Hulk. Ele pode até marcar e ir muito bem, mas a parte do ""carrasco"", não sei não",27
Relacionado,"Essa do Santos não é nem teoria, é a realidade",27
Relacionado,"F.L tá fudido. Se não vencer o Bahia a torcida vai pedir a cabeça dele (lá ele). O flamengo tem obrigação de fazer a partida ""perfeita"" hoje",27
Relacionado,Que isso cara,27
Relacionado,"Realidade:
Hulk sai com 0,60
Memphis faz um gol e dá uma assistência
Cuiabano expulso
5x0 Flamengo 
Santos 1x0
Alan patrick mito da rodada",27
Relacionado,"CENI nunca ganhou do Flamengo, logo vai ganhar dessa vez",27
Relacionado,Everton Ribeiro lei do ex,27
Principal,this is brazil,28
Relacionado,bora ney viemos te buscar pra jogar bola,28
Relacionado,"Emoção, rivalidade, craques em campo e a emoção que ninguém faz igual. Assine a partir de R$29,90/mês no plano anual e viva as emoções da oitava rodada com o Premiere",28
Relacionado,Neymar largou o Santos de vez,28
Relacionado,O cara faz qualquer coisa pra não jogar futebol pqp.,28
Relacionado,bdm?,28
Relacionado,kkkkkkk RXOTA,28
Relacionado,conseguiu... mas a que custo??,28
Relacionado,Traiu até a facção,28
Relacionado,as vezes esqueço que neymar é um nome normal,28
Relacionado,ele n tava de atestado @evetonalan ?,28
Relacionado,Até no crime o cara TRAI pqp viu,28
Relacionado,"A seleção do trafico vem forte pra copa de 2026 NeyPó - Atacante do crime 
ArrascaCheira - Meio campista do pó 
Leopedrinha - Zagueiro da boca 
LucianoFumaça - Lateral da quebrada",28
Relacionado,@williamcoast ainda dizem que ele ta morto…,28
Relacionado,@BlueGuina simplesmente,28
Relacionado,"Ouvi dizer que ele levou um tiro de raspão e caiu chorando no chão, 6 meses pra recuperar",28
Relacionado,Neymar puxou a tropa literalmente,28
Relacionado,"incrível que nunca é uma notícia sobre o que ele fez dentro de campo, que fase do ney…",28
Relacionado,"a legenda ainda “atacante do crime era BDM e virou CV”

Zkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",28
Relacionado,@proferick o neymar tá impossível esses dias,28
Relacionado,Neymar não lidera nem o ataque do Santos,28
Relacionado,Finalmente o cara tá liderando alguma coisa,28
Relacionado,Ele é tudo menos jogador de futebol,28
Relacionado,Start your crypto journey in seconds. Crypto is easier on Core wallet.,28
Relacionado,@RedGalician636 enquanto isso o Santos tá na zona pqp,28
Relacionado,Saiu do santos pro cv? Que isso neymar kkkkkkkkk,28
Relacionado,Só entrando pro cr1me mesmo porque o futebol dele parece que já foi morto por alguma facção,28
Relacionado,@crfallef,28
Relacionado,Desculpa,28
Relacionado,Welcome to Brazil.,28
Relacionado,Salvador ?,28
Relacionado,Neymar traiu até a facção…,28
Relacionado,Bdm no Rio?,28
Relacionado,Kkkkkkkkkkkkkkkk,28
Relacionado,meu país bahia sempre trazendo entretenimento,28
Relacionado,e o santos no z4,28
Relacionado,KAKAKAKAKAKAKAKKA,28
Relacionado,o cara traiu até a facção kkkkkk,28
Relacionado,"""Era BDM e foi para o CV"" Traiu até a facção kkkkkkkkkkkkkkk",28
Relacionado,Como é FASCINANTE essas faixas nas mãos de quase todos os jogadores. Que lesão é essa tão contagiosa?,28
Relacionado,Esprint final per la lliga.,28
Relacionado,"mano

vocês tem ideia que o Léo Dias pode ter começado a caminhada do HEXA DO BRASIL?

pqp… monstro do furo",28
Relacionado,"Notícias ruins em clubes normais: 

Salário atrasado, elenco rachado, lesões 

Notícias ruins no Vasco: 

O camisa 10 da o toba e come merda",28
Relacionado,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,28
Principal,"Os dois gols mais bonitos da história do Brasileirão são do Inter contra o Corinthians   

Primeiro aquele do Nilmar em 2009

E agora essa obra prima aqui",29
Relacionado,Eu achei o primeiro mais bonito que esse,29
Relacionado,"Toma a cavadinha do Coronado, otario",29
Relacionado,"Goleiro, zagueiro, meia, volante, LD, LE, presidente, D’alessandro, TODO MUNDO FAZ GOL

Menos a desgraça do podre do centroavante que ganha mais de 1 milhão

Quando abrir a janela manda essa desgraça embora, jogador lixo e burro. Fraco tecnicamente

Precisamos de um centroavante",29
Relacionado,"Meu Deus... Alguém precisa clonar o Fernando

Gênio!",29
Relacionado,"Kkkkkkkkkkkkkkk cara, os maluco sao totalmente lunaticos",29
Relacionado,"Emocionado demais Chorolado.
Vai ter pesadelos hoje com o Yuri Alberto kkkkk
Mais um pra por no Dvd..",29
Relacionado,"Aprenda a usar a IA antes que a IA aprenda a usar você.  Oito passos práticos (e sem hype) para continuar relevante no mercado — hoje e daqui a 5 anos. #IA  #FuturoDoTrabalho  Trate a IA como copiloto, não piloto: automatize tarefas repetitivas e libere tempo para decisões de",29
Relacionado,"Não se esqueça do gol do Maurício tbm, mais de um minuto trocando o passes até o gol.",29
Relacionado,"kkkkkk nasceu quando Enzo? O Corinthians de 2015 fazia uns três desse por jogo kkkkkkk
E outra, o que adianta golaço se o título não vem a mais de 50 anos? Sendo que um deles fomos nós quem tiramos kkkkk",29
Relacionado,"Fazer gol é bom, fazer golaço nesses imundos no buraco deles é perfeito.",29
Relacionado,"e o gol do Coronado? posta ai, ta faltando",29
Relacionado,"Calma, Enzo… não foi o gol mais bonito nem do brasileirão deste ano.",29
Relacionado,Fernando,29
Relacionado,"tabom, vai deitar vai",29
Relacionado,Pqp se forçar mais caga nas calças,29
Relacionado,Nível europeu,29
Relacionado,Calma pai,29
Relacionado,Que aula pqp!!!!!!,29
Relacionado,Olha o passe do Fernando,29
Relacionado,O CRAQUE DE BOLA FERNANDO.,29
Relacionado,"Que bola do Fernando, tnc, joga demais",29
Relacionado,"Cara tá me dando raiva dos canais ""identificados"" os caras parece que tão torcendo pro Inter perder, eu tô olhando o jogo e o time não tá mal, mas os caras falam de um jeito que parece que o Inter tá tomando um vareio...",29
Relacionado,"Não existe jogo ganho! Não perca os lances ao vivo de Cavaliers x Pacers neste domingo, às 21h, exclusivo no Prime Video",29
Relacionado,"Se fosse outro jogador do inter, seria 3 opções

Chutar no goleiro
Chutar p fora
Passar a bola p meio, e alguem desviar",29
Relacionado,Aquele do Nilmar é absurdo!,29
Relacionado,Me lembrou o gol que a Alemanha fez no Brasil naquele 7x1,29
Relacionado,Kkkkkkkk,29
Relacionado,O segundo gol é dos tempos de Barcelona do Guardiola.,29
Relacionado,"Aio o time é bom, não precisa ficar cavando pênalti todo jogo",29
Relacionado,Gol de fifa,29
Relacionado,ta bebo,29
Relacionado,Então #poemnodvd kkkkkkkkkkkk,29
Relacionado,4,29
Relacionado,"Monday, 12th May 4:05 PM UTC X Spaces

Something’s brewin’ behind the curtain at CHUCKLE… We’re feelin’ party vybez only Rumors of prizes ,giggles, and maybe… something bigger? Join the party! It's all good baby!",29
Relacionado,E aí? Quanto foi o jogo? KKKKKKKKKKKKKKKKKKKKKKKKKKKK INTER DVD,29
Relacionado,Emocionado demais kakakakakkakakaka,29
Relacionado,Kkk cara é muito sem noção,29
Relacionado,"Da era dos pontos corridos?
Pq se n, falcão manda lembranças",29
Relacionado,Ih rapaz,29
Relacionado,Bota o jogo no dvd aí kkkkk,29
Relacionado,"Ah, peraí, posso citar só dois do Gabigol em 2019 contra o Fortaleza quando o JJ nem tinha estreado como técnico",29
Relacionado,"Dito isso,

Corinthians 4x2 internacional 

 Com show de dois centroavantes de verdade",29
Relacionado,"Corinthians de 2015, Flamengo de 2019, e vários outros times brincavam de fazer gol assim, da uma segurada.",29
Relacionado,Achei o do coronado mais bonito e cabe no dvd,29
Relacionado,Kkkkkkkkkkk sim sim,29
Relacionado,Kkkkkkk entra nem no top 100 quem dirá o mais bonito. Emocionado chorão é foda,29
Relacionado,faltou só ganhar,29
Relacionado,Golaço inútil. Oque a falta de ganhar algo que presta está fazendo com a nossa torcida.,29
Principal,"COM ESSA DERROTA DE 2 A 1 PARA O VITÓRIA, O VASCO ESTÁ NO Z-4 DO BRASILEIRÃO.",30
Relacionado,TIME DE TOP 8 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,30
Relacionado,E o Vitória saiu .,30
Relacionado,"Só sai se o Diniz fazer milagre, agora em qualquer lugar que preza pela seriedade, Felipe já teria sido demitido 3 dias atrás",30
Relacionado,Agora não sai mais. O primeiro já está confirmado. Resta saber quais serão os outros 3,30
Relacionado,"Formos rebaixados hj, só não ver quem não quer, eu msm não vou entrar mais nessa loucura de ver o time brigando pelo rebaixamento isso acabar com o psicológico de qualquer 1, cansei já deu",30
Relacionado,"Discuti pra caralho com os santistas, no fim, nós dois vamos cair",30
Relacionado,Tomara que caia logo,30
Relacionado,E vai demorar pra sair… se é que vai,30
Relacionado,e nunca mais sair de lá,30
Relacionado,"Power Up — $GUN is Here!
The biggest AAA gaming ecosystem in Web3 has arrived on top exchanges",30
Relacionado,"É que fique aí por muito tempo, infelizmente o time se acostumou com isso.",30
Relacionado,"Ontem depois do jogo, tendo o Vasco perdido e entrado no Z4, minha esposa, que não acompanha futebol, ligou a esteira dela, ligou a TV e foi malhar.
Aí ela colocou os louvores pra tocar enquanto andava.
O louvor: O gigante vai cair, joga a funda... O gigante vai cair...",30
Relacionado,"Agora os adoradores de ex jogadores estão amando isso e surreal o que acontece no Vasco, uma boa parte dos torcedores amam ex jogadores na política do clube.",30
Relacionado,O cara bagunçou o time do Vasco,30
Relacionado,Com esse time não sai mais ! E digo hj foi decretado o rebaixamento do Vasco no BR25,30
Relacionado,Daí não sair mais,30
Relacionado,Podemos decretar o rebaixamento?? Kkkkkk,30
Relacionado,Eu só volto a assistir essa merda em 2027 quando subir dnv e se subir,30
Relacionado,Essa hora a força ta comendo churrasco,30
Relacionado,Com esse time não sai nunca mais,30
Relacionado,Até que demorou...,30
Relacionado,O Vasco simplesmente perdeu para o último time que não ganhou de ninguém!!! Que vergonha!!,30
Relacionado,Parabéns!,30
Relacionado,Onde merece estar!,30
Relacionado,"cair de novo eu to fora, é virar casaca, fodase",30
Relacionado,"Caiu em maio/2024. Só besta não viu. 

Uma empresa comandava o clube. Poderia ser ruim, mas trabalhava. Esses ignorantes destruiram",30
Relacionado,"Socorro, eu estou desesperado!!!! Alguém salva o Vasco, Volta ACap falida, volta 777, salvem o Vasco, tirem esses merdas de lá no tiro e venda essa porra logo",30
Relacionado,"TOMARA QUE FIQUE AI ATE O FINAL DO BRASILEIRO, TIME LIXO",30
Relacionado,"Eles vão rebaixar o Vasco. Aí o elenco top 8, aí. Bando de vagabundos!",30
Relacionado,"Tem que se fuder mesmo , torcedor imbecil fica pagando sócio torcedor pra gestor acabar com clube e compactua com isso . E a tendência é só piorar",30
Relacionado,Burros é quem assiste esse merda vamos parar de assistir vamos parar de seguir o time,30
Relacionado,Vergonha,30
Relacionado,"Vai cair, e ninguém quer comprar essa merda de time bagunçado, Pedrinho é amigos vão continuar mamando",30
Relacionado,E não deve sair mais. O Vasco acabou,30
Relacionado,Vai tomar no cu Felipe,30
Relacionado,A culpa era do carille né filhos dass putas,30
Relacionado,"O @VascodaGama e um time previsível, sabia q ia levar um gol do Kaiser , ele sempre ressuscita os bagres , #forafelipe  #danielfelix",30
Relacionado,"Rapaziada da @btbsportsbr_ fazendo a cobertura da chegada do Vasco no aeroporto e destacando que a polícia tá metendo bala de borracha em torcedor que foi cobrar o time e jornalista que foi cobrir a situação

Vocês não vão escapar, vagabundos",30
Relacionado,"Pedrinho caiu com o Vasco como jogador e está fazendo um esforço GIGANTE para ser rebaixado também como presidente.

Saia do Vasco. Ninguém aguenta mais!",30
Relacionado,É nítido que Léo Jardim não quer estar em campo.,30
Relacionado,"8 jogos sem vencer.

Desses jogos, 5 derrotas e 3 empates.

Elenco incapaz de se impor fora de casa, uma diretoria que abre mão de mando de campo e um amigo na beira do campo.

Pode se dizer muita coisa, mas que não é merecido... isso aí não dá pra dizer.

Todo esse fracasso é",30
Principal,"QUE JOGO!!! ISSO É RE-PA!!! Enquanto o #RePa ainda não rolou no #BrasileirãoSuperbet , o adm esteve de olho na final estadual e hoje deu @ClubeDoRemo . Linda a festa! Belíssima vitória, Leão Azul!  Reprodução/ Remo #Remo  #Paysandu",31
Relacionado,"Só tem esse remo na série B é? Até cobrindo estadual agora tão pra ganhar engajamento da torcida dos caras. Posta a festa das torcidas na série B, só postam gol.",31
Relacionado,"kkkkkkk caralho, ainda tá rolando estadual?",31
Relacionado,6 rodadas de série B e os caras estão se matando em estadual kkk,31
Relacionado,@mieciofernandes,31
Relacionado,Clube do remo,31
Relacionado,O rei do Norte tem nome : Leão,31
Relacionado,PREPAREM-SE PARA O MAIOR CLÁSSICO DA SÉRIE B,31
Relacionado,É o Rei do Norte!,31
Relacionado,So respeito quem for de estado com classico em torcida mista.,31
Relacionado,Avisa que é o maior do norte!!,31
Relacionado,avisa ae que Belém tem dono!,31
Relacionado,CLUBE DO REMO,31
Relacionado,Bora remo!!,31
Relacionado,Tem time que tá um turno sem ganhar.,31
Relacionado,Fofos,31
Relacionado,Kkkkkkkkk é o REMO e nada mais.,31
Relacionado,Dá-lhe Remo!,31
Relacionado,REMO,31
Relacionado,O melhor da noite vendo isso...,31
Relacionado,É o Remo porra,31
Relacionado,Remo poha!,31
Relacionado,AVISA ADM QUE AQUI É REMOOOOOO,31
Relacionado,Remo,31
Relacionado,Tem que RESPEITAR O REI DO NORTE. FILHO DA GLORIA E DO TRIUNFO. SAUDAÇÕES AZULINAS SAZ,31
Relacionado,"Leão Vamos , Domingo tem Mas",31
Principal,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,32
Relacionado,"O Grêmio acha a ""Vitória"" kkkk",32
Relacionado,Eu n entendi nada q ele tava falando.,32
Relacionado,Que coisa maravilhosa ver esses caras q se gravam se fudendo,32
Relacionado,Essa galera não cansa de passar vergonha cantando vitória até do fim.,32
Relacionado,Time gaúcho é uma piada.,32
Relacionado,Que maravilha,32
Principal,FICOU NA BRONCA Vitão desabafou depois do jogo e reclamou muito da arbitragem  #Corinthians  #Inter  #CORxINT  #Brasileirão  #CampeonatoBrasileiro  #EsporteéNoAmazonPrime,33
Relacionado,Ninguém pode negar: ele é corajoso de reclamar após dois gols anulados do Corinthians....,33
Relacionado,o cara tomou 6 gols hoje e dois foram anulados e tá reclamando de arbitragem?????,33
Relacionado,Põe no DVD,33
Relacionado,"O VAR anulou DOIS gols do Corinthians e o animal do Inter falando que a arbitragem prejudicou eles. Se tivesse a favor da gente os dois seria validado, jogador burro chorão. 4x2 na lombo pra ficar esperto kkkkkkkkk

Era pra ter sido 6x2",33
Relacionado,"Na bronca com essa transmissão ridícula de vocês, mais fácil trocar o nome pra “Corinthians TV” 

Tentem pelo menos disfarçar, pra não ficar tão feio",33
Relacionado,traduzindo o que ele disse: bua bua sem meu pênalti eu não consigo bua bua,33
Relacionado,"Cagado que nem a transmissão de vocês. Parecia que tava na Gambá TV, bando de chinelo",33
Relacionado,Vsfd vitao,33
Relacionado,Ele não meteu essa né? o jogo final era pra ser 6x2... ele precisa agradecer ao Var pra vergonha não ser maior,33
Relacionado,"Era pra ser mais chorolados, fica calma e volta pra casa com 4 no lombo!!",33
Relacionado,ALL NIGHT is out now on #YouTube and #SoundCloud !,33
Relacionado,"""è sempre assim""",33
Relacionado,"Calma saci, fica puto não bagre, só colocar no dvd",33
Relacionado,"https:// l/status/1909002318214815745?t=tz1jOMcgxSv9qUIqGOOWew&s=19 … Alguém viu o ""Vitão"" desabafando nesse lance?",33
Relacionado,O que o Jonathan Jesus fez para ser expulso?,33
Relacionado,"HAHAHAHAHAHHAHA
No GREnal ficaram caladinhos né seus bostas?
20 pênaltis esse ano vão se deitar chorões!!!!",33
Relacionado,"Juiz viu que 11 contra 11 o Corinthians não ia ganhar, aí expulsou um, aí depois viu que o Corinthians não ia conseguir fazer um gol, e deu o pênalti, inter perdeu pro juiz hoje",33
Relacionado,Verme… era pra ter tomado mais kkk,33
Relacionado,"Sim, ta correto",33
Relacionado,"sempre assim, vergonha da transmissão que não consegue agir com imparcialidade também. Torcem em todos os lances pro corinthians",33
